typicalGlazingRatio typicalWindowWidth groundGlazingRatio groundWindowWidth buildingDepth balconyWidth siteWidth siteLength floorDepth groundHeight typicalHeight levelNo skylightArea netTotalArea netGroundArea buildingHeight atriumVolume roofArea groundSDA firstSDA groundASE firstASE
0.8 2 0.7 3 15 2 68 76 0.4 4 3 4 1748.0 32944 5168 16 27968 3420 100.0 79.1 25.5 11.0
0.9 3 0.9 2 16 5 47 79 0.4 5 3 8 705 48008 3713 29 20445 3008 100.0 63.4 25.4 9.9
0.8 4 0.8 3 21 4 66 57 1 3 3 5 360 33940 3762 18 6480 3402 34.2 30.0 7.1 5.3
0.7 4 0.8 2 26 1 72 69 0.4 4 3 2 340 19036 4968 10 3400 4628 66.5 42.6 12.9 8.7
0.8 2 0.7 4 18 2 48 46 0.8 6 3 8 120 33536 2208 30 3600 2088 100.0 46.0 22.0 4.6
0.8 4 0.9 2 15 2 67 40 0.8 5 3 4 370 19144 2680 17 6290 2310 100.0 46.3 22.1 6.8
0.7 2 0.9 3 17 2 65 46 0.8 6 3 5 372.0 27100 2990 21 7812 2618 100.0 36.8 29.0 0.5
0.9 2 0.9 3 16 5 58 43 0.6 5 3 3 286 12696 2494 14 4004 2208 100.0 57.3 29.1 9.8
0.8 2 0.8 3 19 4 68 53 0.6 5 3 4 450.0 25336 3604 17 7650 3154 98.4 44.9 23.4 3.6
0.9 3 0.9 3 16 4 45 42 0.5 4 3 5 130 17010 1890 19 2470 1760 NaN NaN NaN NaN
0.9 3 0.8 2 15 4 72 75 0.5 4 3 4 1890.0 32600 5400 16 30240 3510 100.0 72.7 29.4 9.0
0.8 4 0.9 4 16 1 74 52 0.9 5 3 1 840 6728 3848 8 6720 3008 100.0 61.0 38.7 14.2
0.8 4 0.9 2 25 1 60 79 1 4 3 8 290 72864 4740 28 8120 4450 51.1 24.5 9.6 4.7
0.9 4 0.9 4 15 1 73 59 1 3 3 9 1247 64971 4307 30 37410 3060 45.1 36.1 11.4 6.3
0.8 4 0.8 2 28 2 79 66 0.5 5 3 8 230.0 80400 5214 29 6670 4984 NaN NaN NaN NaN
0.8 2 0.8 2 15 2 57 71 0.9 4 3 5 1107 33495 4047 19 21033 2940 88.2 41.6 19.9 8.3
0.8 2 0.7 4 25 3 63 68 0.7 3 3 7 234 56784 4284 24 5616 4050 34.0 NaN 5.6 NaN
0.8 2 0.8 2 16 1 72 43 0.8 3 3 10 440.0 56460 3096 33 14520 2656 40.7 39.1 3.1 3.0
0.7 4 0.7 4 17 2 54 61 0.9 3 3 10 540 58440 3294 33 17820 2754 39.8 33.8 6.1 6.0
0.8 4 0.9 4 26 3 76 66 0.4 5 3 5 336 47160 5016 20 6720 4680 87.0 36.7 18.4 4.7
0.8 4 0.7 4 22 4 67 70 0.5 4 3 1 598 8326 4690 7 4186 4092 80.4 NaN 17.9 NaN
0.9 3 0.7 2 27 1 76 65 0.4 4 3 10 242 95680 4940 34 8228 4698 51.3 38.6 4.3 6.3
0.9 2 0.9 2 24 1 67 64 0.4 5 3 3 304.0 24594 4288 14 4256 3984 97.7 50.5 18.2 9.2
0.9 2 0.7 2 15 1 78 60 0.9 3 3 9 1440.0 69840 4680 30 43200 3240 44.3 42.0 6.9 4.3
0.7 2 0.9 3 15 1 40 57 0.4 4 3 2 270.0 8424 2280 10 2700 2010 100.0 NaN 24.0 NaN
0.8 2 0.9 4 15 2 61 46 0.6 5 3 4 496 19648 2806 17 8432 2310 100.0 57.7 32.0 6.0
0.8 4 0.7 3 15 6 41 75 0.4 5 3 7 495 33873 3075 26 12870 2580 99.9 67.6 18.9 9.5
0.8 4 0.8 3 17 5 69 63 0.4 5 3 4 1015 27756 4347 17 17255 3332 100.0 56.5 30.0 7.3
0.8 2 0.9 3 15 4 53 54 0.7 5 3 4 552 18928 2862 17 9384 2310 100.0 51.1 32.8 5.2
0.8 2 0.7 2 15 3 50 41 0.7 4 3 6 220.0 21948 2050 22 4840 1830 81.9 54.4 6.2 4.5
0.9 3 0.8 4 17 6 49 57 1 3 3 6 345 27846 2793 21 7245 2448 41.5 42.6 10.0 8.4
0.9 3 0.9 3 18 4 52 74 0.7 4 3 6 608 39552 3848 22 13376 3240 76.6 51.1 14.8 8.8
0.7 2 0.7 2 19 2 48 65 0.5 3 3 10 270 58060 3120 33 8910 2850 43.6 43.1 4.2 4.3
0.8 2 0.7 4 15 3 60 41 0.5 6 3 1 330.0 4308 2460 9 2970 2130 100.0 NaN 40.7 NaN
0.7 2 0.8 4 15 6 40 56 1 5 3 9 260.0 32796 2240 32 8320 1980 97.2 42.9 21.8 0.2
0.8 3 0.8 3 20 6 50 67 0.5 6 3 8 270 46736 3350 30 8100 3080 100.0 53.7 23.1 8.3
0.9 4 0.9 3 16 6 77 42 0.4 5 3 1 450.0 5214 3234 8 3600 2784 100.0 NaN 35.4 NaN
0.8 2 0.8 2 15 5 67 41 0.6 6 3 10 407.0 45070 2747 36 14652 2340 100.0 62.2 16.9 4.5
0.9 4 0.7 2 16 1 49 44 0.4 5 3 9 204.0 36414 2156 32 6528 1952 100.0 57.4 11.2 10.3
0.8 4 0.7 2 22 4 66 78 0.6 6 3 2 748.0 18072 5148 12 8976 4400 100.0 40.3 20.9 5.7
0.9 3 0.9 3 21 4 66 60 0.4 3 3 10 432 70880 3960 33 14256 3528 49.7 47.6 7.9 8.2
0.8 2 0.7 4 17 6 73 55 0.9 6 3 3 819 19041 4015 15 12285 3196 100.0 43.0 31.8 4.3
0.8 4 0.9 4 17 4 49 44 0.9 4 3 9 150.0 35082 2156 31 4650 2006 73.6 42.1 14.5 6.7
0.7 3 0.8 4 16 6 44 58 0.5 4 3 10 312.0 41920 2552 34 10608 2240 82.6 65.6 15.1 8.4
0.9 2 0.8 2 16 3 72 43 0.6 5 3 10 440.0 54100 3096 35 15400 2656 98.1 50.1 11.9 8.4
0.8 3 0.7 4 27 1 64 79 0.8 6 3 8 250.0 78304 5056 30 7500 4806 80.1 28.7 14.4 4.6
0.9 4 0.8 2 15 2 56 45 0.7 6 3 9 390.0 40230 2520 33 12870 2130 100.0 50.8 17.4 8.8
0.8 2 0.8 4 20 4 51 66 0.8 6 3 3 286.0 18258 3366 15 4290 3080 NaN NaN NaN NaN
0.8 2 0.7 3 16 1 70 69 0.3 4 3 2 1406 16200 4830 10 14060 3424 100.0 93.8 26.2 15.6
0.8 4 0.8 2 29 2 79 73 0.7 3 3 9 315.0 99531 5767 30 9450 5452 31.1 27.4 2.9 4.1
0.8 4 0.7 3 16 4 47 51 0.6 5 3 5 285 20865 2397 20 5700 2112 100.0 56.9 17.3 8.7
0.8 3 0.8 2 17 6 58 70 0.8 3 3 2 864 12784 4060 9 7776 3196 52.8 46.9 13.0 7.6
0.8 3 0.7 2 20 1 71 71 0.9 6 3 6 961 53958 5041 24 23064 4080 100.0 37.6 16.0 6.9
0.9 2 0.8 3 15 6 54 63 0.5 4 3 6 792.0 31104 3402 22 17424 2610 96.2 69.2 18.3 10.8
0.8 4 0.7 4 23 2 64 74 0.8 5 3 4 504 35072 4736 17 8568 4232 80.6 31.7 16.3 6.6
0.7 2 0.7 3 15 5 59 62 0.4 5 3 9 928.0 51102 3658 32 29696 2730 100.0 64.6 19.7 6.0
0.8 4 0.9 4 18 4 52 59 0.4 3 3 9 368.0 48528 3068 30 11040 2700 NaN NaN NaN NaN
0.9 2 0.7 4 16 3 45 42 0.6 6 3 4 130 13904 1890 18 2340 1760 NaN NaN NaN NaN
0.9 2 0.7 2 15 4 44 77 0.5 5 3 1 658 5566 3388 8 5264 2730 100.0 96.8 26.8 9.3
0.7 2 0.8 4 16 1 53 75 0.4 5 3 9 903 62235 3975 32 28896 3072 100.0 55.0 25.5 5.0
0.9 2 0.8 3 17 1 55 78 0.8 6 3 6 924.0 45132 4290 24 22176 3366 100.0 45.6 29.1 7.5
0.8 4 0.8 4 21 2 62 60 0.9 4 3 8 360 55296 3720 28 10080 3360 59.2 31.6 11.5 5.3
0.8 2 0.8 4 16 4 74 43 0.5 4 3 9 462 48726 3182 31 14322 2720 80.1 NaN 12.1 NaN
0.8 2 0.8 2 16 6 63 43 0.4 3 3 10 341 44290 2709 33 11253 2368 53.2 68.3 3.8 5.0
0.7 3 0.8 3 15 6 57 56 0.3 5 3 10 702.0 49020 3192 35 24570 2490 100.0 67.1 24.9 7.9
0.8 2 0.8 3 23 4 77 58 0.7 6 3 3 372 24456 4466 15 5580 4094 99.1 36.3 23.3 3.2
0.9 4 0.8 3 15 4 49 41 0.6 3 3 6 209.0 21030 2009 21 4389 1800 60.5 59.6 9.4 10.3
0.7 2 0.7 3 22 1 54 73 0.8 4 3 1 290.0 7512 3942 7 2030 3652 NaN NaN NaN NaN
0.9 4 0.7 2 15 5 61 47 0.7 3 3 5 527 23135 2867 18 9486 2340 52.9 64.3 10.1 11.3
0.8 2 0.8 2 28 6 75 70 0.4 6 3 6 266.0 58164 5250 24 6384 4984 94.1 NaN 13.3 NaN
0.8 2 0.9 2 27 5 74 68 0.7 3 3 2 280.0 18688 5032 9 2520 4752 39.6 33.7 9.3 3.1
0.9 4 0.8 2 15 6 44 79 1 6 3 2 686 10732 3476 12 8232 2790 100.0 50.3 33.9 8.8
0.7 3 0.7 2 19 4 65 54 1 4 3 9 432 55620 3510 31 13392 3078 56.9 30.9 4.5 3.7
0.9 3 0.9 2 18 2 69 54 0.5 3 3 2 594 13276 3726 9 5346 3132 61.5 62.4 14.6 11.6
0.8 4 0.8 3 23 4 78 59 0.9 5 3 8 416 66912 4602 29 12064 4186 73.0 29.5 12.4 4.8
0.8 4 0.9 3 16 6 63 70 1 6 3 9 1178 60030 4410 33 38874 3232 100.0 NaN 27.7 NaN
0.8 4 0.9 4 18 4 64 51 0.9 6 3 10 420 57000 3264 36 15120 2844 100.0 39.8 24.0 6.5
0.7 2 0.9 2 15 3 52 75 0.9 6 3 5 990.0 31860 3900 21 20790 2910 100.0 39.3 27.9 4.7
0.8 2 0.8 2 15 5 53 40 0.9 5 3 2 230 7160 2120 11 2530 1890 100.0 52.0 21.3 4.8
0.7 2 0.7 3 15 1 46 68 0.6 4 3 5 608 27680 3128 19 11552 2520 91.2 52.4 16.8 5.5
0.9 4 0.8 3 23 5 61 63 0.7 5 3 6 255.0 42066 3843 23 5865 3588 82.5 41.2 16.8 7.4
0.7 3 0.8 3 17 2 57 44 0.7 5 3 6 230.0 27828 2508 23 5290 2278 97.0 41.8 18.7 5.4
0.9 4 0.7 2 16 5 42 79 0.7 5 3 8 470.0 43968 3318 29 13630 2848 93.8 54.9 13.2 9.1
0.7 3 0.7 4 15 2 51 68 0.9 6 3 1 798.0 5886 3468 9 7182 2670 100.0 60.5 41.1 11.2
0.9 3 0.7 4 23 2 78 72 1 4 3 6 832.0 60912 5616 22 18304 4784 51.1 26.6 10.4 5.2
0.8 2 0.7 3 16 3 69 48 0.6 3 3 6 592.0 34068 3312 21 12432 2720 50.4 49.5 7.2 4.0
0.9 4 0.7 4 20 3 51 64 0.7 3 3 5 264.0 30090 3264 18 4752 3000 39.8 43.3 6.2 7.7
0.9 3 0.8 4 16 6 44 48 0.9 3 3 10 192.0 35520 2112 33 6336 1920 NaN NaN NaN NaN
0.9 2 0.8 3 16 1 72 66 0.6 5 3 1 1360 7992 4752 8 10880 3392 100.0 88.5 36.2 20.5
0.8 4 0.8 2 16 3 75 74 0.4 3 3 10 1806 87480 5550 33 59598 3744 57.3 51.4 7.5 7.6
0.9 3 0.8 3 26 3 71 67 0.8 3 3 4 285.0 35956 4757 15 4275 4472 34.0 31.9 5.9 6.0
0.7 2 0.8 3 20 3 55 61 0.7 3 3 4 315.0 24572 3355 15 4725 3040 45.0 36.6 8.0 3.7
0.9 2 0.9 2 15 1 44 74 0.9 3 3 2 616 11552 3256 9 5544 2640 59.0 NaN 13.9 NaN
0.8 4 0.8 4 15 2 72 42 0.8 3 3 5 504 26560 3024 18 9072 2520 52.1 42.1 10.4 5.5
0.8 3 0.8 3 19 4 51 77 0.8 4 3 4 507.0 27468 3927 16 8112 3420 71.0 39.6 15.0 6.7
0.8 4 0.7 4 15 5 71 70 0.8 6 3 10 1640 73900 4970 36 59040 3330 100.0 53.1 26.6 8.0
0.9 2 0.9 2 24 1 68 64 0.3 6 3 4 320.0 33232 4352 18 5760 4032 100.0 49.3 20.4 8.7
0.8 4 0.7 2 18 5 75 70 0.8 4 3 8 1326 66752 5250 28 37128 3924 NaN NaN NaN NaN
0.8 4 0.7 4 18 1 77 69 0.4 5 3 2 1353 18242 5313 11 14883 3960 100.0 70.2 29.0 15.2
0.7 4 0.8 2 19 4 59 60 0.4 6 3 6 462 37260 3540 24 11088 3078 100.0 46.1 19.8 6.1
0.8 3 0.8 2 17 1 67 62 0.9 5 3 4 924.0 29032 4154 17 15708 3230 100.0 NaN 22.5 NaN
0.8 2 0.8 2 15 4 61 60 0.7 3 3 8 930 46704 3660 27 25110 2730 54.6 52.2 9.0 5.3
0.9 4 0.8 2 23 2 67 63 0.6 3 3 5 357 39585 4221 18 6426 3864 41.8 38.8 5.6 6.5
0.8 2 0.9 4 16 1 47 47 0.9 4 3 6 225.0 24774 2209 22 4950 1984 81.7 40.4 15.7 4.7
0.9 4 0.7 4 15 2 71 41 0.9 6 3 3 451.0 15441 2911 15 6765 2460 100.0 43.9 30.9 7.6
0.8 3 0.7 4 20 3 74 55 0.4 5 3 5 510 36500 4070 20 10200 3560 NaN NaN NaN NaN
0.8 2 0.7 2 15 6 54 40 0.3 3 3 3 240.0 10584 2160 12 2880 1920 66.7 75.0 8.9 4.9
0.8 2 0.8 2 16 6 60 43 1 6 3 3 308.0 12720 2580 15 4620 2272 100.0 NaN 22.6 NaN
0.7 2 0.9 2 15 1 63 69 0.9 6 3 4 1287.0 29036 4347 18 23166 3060 100.0 47.0 38.1 7.8
0.9 3 0.9 3 21 2 77 56 0.9 4 3 4 490.0 31688 4312 16 7840 3822 66.5 33.4 13.7 6.8
0.8 2 0.8 2 24 3 68 61 0.8 6 3 7 260 54614 4148 27 7020 3888 95.2 31.8 12.9 3.1
0.9 4 0.8 2 15 2 49 57 0.7 3 3 9 513 43857 2793 30 15390 2280 54.3 50.4 7.5 9.0
0.8 3 0.7 3 16 2 66 78 0.5 5 3 1 1564 8396 5148 8 12512 3584 100.0 91.3 32.0 12.6
0.8 2 0.9 2 26 6 69 79 0.9 5 3 10 459.0 97710 5451 35 16065 4992 70.1 28.9 11.1 3.5
0.8 3 0.9 2 18 5 65 48 0.5 4 3 10 348 53820 3120 34 11832 2772 78.8 50.6 11.3 8.0
0.7 2 0.8 2 16 6 72 65 0.3 4 3 1 1320 7020 4680 7 9240 3360 100.0 96.2 26.7 5.4
0.8 4 0.8 4 17 4 76 72 1 4 3 8 1596.0 69152 5472 28 44688 3876 70.3 33.0 16.2 5.9
0.9 2 0.9 4 16 1 69 45 0.6 4 3 5 481 28125 3105 19 9139 2624 88.3 58.7 20.3 8.0
0.7 4 0.9 3 17 4 60 48 0.6 5 3 7 364 35084 2880 26 9464 2516 100.0 45.9 22.0 6.4
0.9 3 0.8 2 16 4 71 42 0.4 6 3 4 390.0 20472 2982 18 7020 2592 100.0 NaN 21.0 NaN
0.9 2 0.9 2 16 2 70 45 0.8 6 3 7 494 39102 3150 27 13338 2656 100.0 46.5 17.5 3.5
0.9 4 0.8 4 16 5 64 58 0.8 3 3 4 832.0 23648 3712 15 12480 2880 49.4 49.9 10.5 9.3
0.8 4 0.8 4 23 5 69 61 0.6 4 3 2 345 15186 4209 10 3450 3864 68.9 40.5 17.0 5.4
0.7 3 0.8 4 23 6 59 57 0.9 5 3 9 143 55359 3363 32 4576 3220 78.3 31.6 15.9 4.7
0.8 3 0.7 2 15 1 56 40 0.7 6 3 4 260.0 16576 2240 18 4680 1980 100.0 53.4 15.1 7.4
0.7 3 0.7 3 17 3 49 80 0.3 4 3 9 690 60732 3920 31 21390 3230 77.7 50.1 15.3 6.8
0.8 4 0.8 3 17 3 58 65 0.4 3 3 6 744 38580 3770 21 15624 3026 58.9 56.1 11.7 8.3
0.8 2 0.7 4 20 4 53 55 0.8 6 3 9 195 48123 2915 33 6435 2720 99.1 40.7 19.1 4.4
0.8 2 0.9 3 19 2 75 59 0.4 5 3 10 777.0 78250 4425 35 27195 3648 98.1 44.0 20.7 3.5
0.8 2 0.7 4 16 6 64 49 0.8 4 3 6 544 29976 3136 22 11968 2592 75.0 53.9 12.6 4.6
0.8 2 0.8 2 15 4 42 49 1 4 3 2 228 7152 2058 10 2280 1830 90.4 41.3 14.8 5.3
0.9 3 0.7 3 30 5 73 76 0.4 3 3 1 208 10498 5548 6 1248 5340 37.2 37.7 6.3 5.9
0.9 3 0.8 4 21 2 57 52 0.5 6 3 2 150.0 11324 2964 12 1800 2814 100.0 53.9 26.1 8.9
0.8 4 0.7 2 16 3 46 64 1 5 3 6 448 30768 2944 23 10304 2496 93.3 35.4 12.6 6.9
0.7 2 0.8 3 23 2 76 58 0.6 5 3 4 360 33088 4408 17 6120 4048 86.4 33.2 17.8 2.8
0.8 3 0.7 4 16 2 48 46 0.6 3 3 4 224 16224 2208 15 3360 1984 56.8 NaN 8.7 NaN
0.8 2 0.8 2 17 4 55 70 0.5 6 3 9 756.0 57816 3850 33 24948 3094 100.0 50.9 21.7 5.2
0.9 4 0.7 4 15 4 40 62 0.8 4 3 9 320.0 38160 2480 31 9920 2160 75.4 54.1 12.4 9.9
0.7 4 0.9 3 16 2 67 48 1 4 3 4 560 22608 3216 16 8960 2656 79.1 NaN 19.1 NaN
0.7 2 0.8 2 20 2 80 80 0.8 6 3 2 1600 21728 6400 12 19200 4800 100.0 39.0 26.6 3.0
0.8 3 0.8 2 15 6 42 41 0.4 6 3 3 132.0 8676 1722 15 1980 1590 100.0 71.8 23.8 10.0
0.9 2 0.7 3 21 6 70 61 0.4 4 3 5 532 36500 4270 19 10108 3738 69.1 50.1 12.9 7.7
0.8 4 0.7 2 17 1 57 45 0.7 6 3 4 253 19220 2565 18 4554 2312 100.0 48.8 15.0 7.0
0.9 2 0.8 4 15 5 76 43 0.7 6 3 9 598 47232 3268 33 19734 2670 100.0 61.1 22.5 10.7
0.8 2 0.7 3 18 6 49 48 0.5 3 3 6 156 24624 2352 21 3276 2196 50.3 59.5 5.7 5.7
0.7 3 0.8 4 17 1 68 45 0.8 3 3 10 374 56520 3060 33 12342 2686 42.2 37.0 5.2 4.8
0.8 4 0.7 4 17 2 73 77 0.8 6 3 5 1677.0 46105 5621 21 35217 3944 100.0 47.9 32.7 8.8
0.8 3 0.7 4 16 1 45 64 0.9 3 3 4 416 21000 2880 15 6240 2464 43.4 48.6 9.9 9.5
0.8 2 0.8 4 20 5 71 51 0.8 4 3 1 341 6381 3621 7 2387 3280 76.2 39.4 18.6 3.4
0.8 3 0.9 4 15 4 77 40 1 6 3 10 470 51700 3080 36 16920 2610 100.0 41.1 27.2 5.7
0.9 2 0.9 3 17 1 64 80 0.8 5 3 1 1380.0 8704 5120 8 11040 3740 100.0 62.6 35.2 9.5
0.9 2 0.8 4 25 1 72 60 0.4 3 3 8 220.0 66816 4320 27 5940 4100 39.5 41.8 4.5 6.5
0.9 4 0.8 2 16 6 46 80 0.9 5 3 2 672.0 11600 3680 11 7392 3008 100.0 53.1 26.7 9.8
0.8 2 0.7 3 22 2 73 54 0.6 5 3 7 290.0 51954 3942 26 7540 3652 80.2 40.5 7.9 3.4
0.8 2 0.8 3 15 3 78 50 0.6 5 3 2 960 12792 3900 11 10560 2940 100.0 70.6 37.9 3.9
0.8 4 0.8 4 15 6 67 73 0.8 5 3 10 1591 70870 4891 35 55685 3300 100.0 53.6 26.0 8.4
0.9 2 0.8 2 18 4 58 67 0.9 4 3 4 682.0 26408 3886 16 10912 3204 NaN NaN NaN NaN
0.8 3 0.7 3 20 3 62 51 0.5 5 3 4 242.0 23392 3162 17 4114 2920 NaN NaN NaN NaN
0.8 2 0.7 4 20 2 53 65 0.8 3 3 1 325 6397 3445 6 1950 3120 43.7 46.2 11.3 6.9
0.7 2 0.9 4 16 2 64 60 0.8 4 3 1 896 6528 3840 7 6272 2944 100.0 58.8 24.2 4.2
0.7 4 0.8 2 25 1 62 80 0.4 3 3 6 360.0 56832 4960 21 7560 4600 41.0 35.9 4.9 4.8
0.7 2 0.8 3 16 1 73 49 1 4 3 9 697.0 57033 3577 31 21607 2880 69.5 31.0 11.5 2.2
0.8 3 0.9 3 15 5 46 55 0.6 4 3 7 400.0 29050 2530 25 10000 2130 92.0 62.5 17.7 9.3
0.9 4 0.8 2 17 4 57 59 0.6 4 3 5 575 28515 3363 19 10925 2788 84.2 52.1 17.7 8.9
0.8 3 0.8 4 16 5 71 46 0.9 4 3 9 546 48204 3266 31 16926 2720 68.9 42.1 12.0 5.9
0.9 4 0.8 3 17 1 68 47 0.5 5 3 10 442 58520 3196 35 15470 2754 96.4 50.0 17.2 8.5
0.7 2 0.7 2 29 4 73 71 0.3 3 3 2 195 19766 5183 9 1755 4988 38.8 34.6 5.7 2.9
0.8 2 0.7 2 15 6 40 59 0.5 4 3 10 290 38180 2360 34 9860 2070 84.3 68.8 7.6 7.2
0.8 4 0.7 2 21 1 79 68 1 3 3 3 962.0 28956 5372 12 11544 4410 37.2 34.9 7.3 7.5
0.8 4 0.8 3 15 4 71 51 1 5 3 2 861 11642 3621 11 9471 2760 100.0 38.7 31.1 6.6
0.7 3 0.8 2 28 5 73 69 0.9 5 3 4 221.0 37812 5037 17 3757 4816 68.2 24.5 9.7 4.0
0.7 4 0.8 3 18 2 46 68 0.4 4 3 4 320 23008 3128 16 5120 2808 84.1 48.4 15.0 6.6
0.8 2 0.8 4 15 4 46 76 0.9 4 3 6 736.0 34176 3496 22 16192 2760 79.1 44.1 17.2 5.9
0.7 4 0.9 2 19 4 57 61 0.7 4 3 1 437 6117 3477 7 3059 3040 99.5 46.1 21.2 6.3
0.9 3 0.8 4 16 6 80 62 0.8 5 3 9 1440.0 66600 4960 32 46080 3520 99.9 57.5 25.4 10.3
0.8 4 0.7 2 16 4 60 43 0.5 4 3 2 308.0 8952 2580 10 3080 2272 93.7 NaN 13.5 NaN
0.7 2 0.9 4 19 1 48 53 0.9 6 3 1 150 4884 2544 9 1350 2394 100.0 NaN 33.7 NaN
0.8 4 0.7 4 15 2 58 47 0.6 6 3 6 476 28680 2726 24 11424 2250 100.0 50.4 26.6 7.2
0.8 2 0.9 3 15 5 78 40 0.8 3 3 3 480 15240 3120 12 5760 2640 56.7 54.3 16.6 3.6
0.8 4 0.7 4 27 5 72 72 0.3 3 3 9 324 86256 5184 30 9720 4860 37.7 41.4 4.3 4.6
0.7 3 0.8 3 15 5 70 42 0.5 6 3 10 480.0 47800 2940 36 17280 2460 100.0 62.8 24.1 6.5
0.8 2 0.9 3 16 4 77 62 0.4 6 3 5 1350 37670 4774 21 28350 3424 100.0 56.9 40.4 4.6
0.7 3 0.8 3 17 2 53 72 0.5 6 3 10 722.0 66660 3816 36 25992 3094 100.0 44.0 25.0 5.6
0.7 3 0.8 3 15 1 64 57 0.5 5 3 9 918.0 56268 3648 32 29376 2730 100.0 52.8 24.4 5.5
0.7 2 0.9 2 19 2 64 70 0.7 6 3 3 832 23640 4480 15 12480 3648 100.0 45.1 28.1 7.9
0.8 3 0.8 4 26 6 66 66 0.6 6 3 7 196 56252 4356 27 5292 4160 93.8 NaN 19.1 NaN
0.9 2 0.8 4 15 5 48 56 0.7 3 3 9 468.0 39312 2688 30 14040 2220 56.6 NaN 8.8 NaN
0.9 3 0.8 3 22 5 64 54 0.3 6 3 2 200 12624 3456 12 2400 3256 100.0 50.8 24.6 10.2
0.9 3 0.7 4 16 4 54 60 0.6 6 3 1 616 5400 3240 9 5544 2624 100.0 83.6 37.3 9.7
0.9 2 0.9 3 17 1 51 80 0.9 4 3 8 782.0 57984 4080 28 21896 3298 71.8 38.7 15.5 5.9
0.8 3 0.8 3 17 1 45 54 0.4 4 3 3 220.0 13722 2430 13 2860 2210 93.2 62.2 17.2 9.9
0.8 4 0.7 2 17 3 75 63 0.9 5 3 2 1189 15610 4725 11 13079 3536 100.0 42.6 24.0 6.2
0.7 2 0.8 2 16 4 60 46 0.8 3 3 10 392 47280 2760 33 12936 2368 41.8 NaN 3.7 NaN
0.9 4 0.8 3 18 1 77 63 0.5 6 3 10 1107.0 84550 4851 36 39852 3744 100.0 52.4 23.6 7.4
0.8 2 0.9 2 16 2 56 70 0.5 3 3 1 912.0 6664 3920 6 5472 3008 80.0 89.8 16.6 9.4
0.7 2 0.8 3 29 4 75 79 0.4 5 3 10 357.0 111250 5925 35 12495 5568 69.8 32.5 13.2 2.9
0.7 3 0.7 4 22 3 73 76 0.3 6 3 2 928 19532 5548 12 11136 4620 100.0 52.5 27.8 7.6
0.7 2 0.7 4 18 6 73 54 1 4 3 1 666 6414 3942 7 4662 3276 81.1 37.3 17.6 0.2
0.9 3 0.8 2 15 6 68 59 0.9 4 3 1 1102 5974 4012 7 7714 2910 100.0 58.2 24.7 9.7
0.7 2 0.7 3 15 2 42 58 0.7 3 3 10 336 43600 2436 33 11088 2100 46.2 44.7 6.5 5.4
0.9 3 0.8 2 26 1 70 77 0.8 5 3 10 450 102400 5390 35 15750 4940 69.0 30.4 9.2 5.6
0.7 2 0.7 3 15 2 64 55 0.5 5 3 8 850.0 47504 3520 29 24650 2670 100.0 48.5 17.8 4.0
0.8 3 0.9 4 22 4 63 55 0.6 4 3 1 209.0 6417 3465 7 1463 3256 81.4 44.6 19.1 6.1
0.7 3 0.9 4 23 5 62 79 0.9 5 3 6 528.0 52068 4898 23 12144 4370 82.1 29.3 18.9 4.7
0.8 3 0.8 4 15 1 52 42 1 3 3 2 264 8064 2184 9 2376 1920 48.3 NaN 13.7 NaN
0.8 2 0.9 4 20 6 70 63 0.9 6 3 5 690.0 36750 4410 21 14490 3720 NaN NaN NaN NaN
0.7 2 0.8 3 26 5 70 65 0.5 6 3 10 234.0 84560 4550 36 8424 4316 94.1 36.4 18.6 3.0
0.7 4 0.8 2 19 2 74 62 0.5 5 3 8 864.0 64448 4588 29 25056 3724 95.8 39.5 17.9 5.1
0.8 3 0.9 4 16 1 46 60 0.7 3 3 1 392 5040 2760 6 2352 2368 64.8 70.7 16.9 16.6
0.8 3 0.8 4 20 5 67 59 0.8 3 3 10 513 68330 3953 33 16929 3440 36.7 39.1 5.5 5.4
0.9 3 0.8 2 16 1 45 62 0.6 3 3 6 390 30600 2790 21 8190 2400 55.6 53.1 7.3 8.1
0.7 4 0.7 3 17 6 69 59 1 3 3 9 875.0 57627 4071 30 26250 3196 37.5 37.1 6.7 7.0
0.7 2 0.8 3 16 6 57 48 0.3 5 3 6 400.0 26616 2736 23 9200 2336 100.0 NaN 23.2 NaN
0.9 3 0.8 2 17 3 70 50 1 3 3 5 576 30380 3500 18 10368 2924 39.6 39.6 8.6 7.3
0.8 2 0.8 2 17 4 62 68 0.5 4 3 2 952.0 13840 4216 10 9520 3264 100.0 63.6 24.5 4.5
0.7 2 0.8 3 16 3 48 58 0.5 5 3 5 416.0 24320 2784 20 8320 2368 100.0 49.7 25.1 4.9
0.7 3 0.8 2 19 5 48 69 0.4 3 3 5 310.0 29020 3312 18 5580 3002 52.3 NaN 6.3 NaN
0.8 4 0.8 2 15 5 66 46 0.9 4 3 5 576.0 24380 3036 19 10944 2460 86.4 50.5 15.2 8.1
0.7 4 0.9 2 18 5 60 55 0.8 6 3 8 456 44912 3300 30 13680 2844 100.0 38.7 17.6 6.5
0.8 3 0.7 4 18 5 71 74 0.7 4 3 1 1330 8348 5254 7 9310 3924 98.1 50.9 20.6 6.5
0.8 4 0.8 3 23 4 71 80 0.3 5 3 9 850.0 89766 5680 32 27200 4830 88.3 41.7 17.2 5.5
