typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE
0.8 2 0.9 3 29 4 2700 1.3 5.6 3 1 100.0 46.0 25.0 17.7
0.7 4 0.7 2 27 4 3400 1.2 4.8 2.8 8 78.2 27.6 19.0 8.8
0.8 3 0.8 4 39 2 2500 0.9 4.6 3 5 53.3 26.4 15.8 9.3
0.8 3 0.7 4 37 6 1300 1.1 4.4 2.9 2 49.9 23.6 13.2 8.2
0.8 2 0.9 2 25 3 2400 1.3 4.2 2.8 4 86.2 36.1 22.9 13.1
0.9 4 0.7 4 21 3 1700 1.3 4.1 2.6 1 100.0 56.5 23.4 20.4
0.8 4 0.9 3 19 2 1300 1.4 5.6 2.8 6 100.0 46.2 31.0 15.4
0.8 4 0.8 3 31 3 1100 1.4 5.1 3 6 77.7 28.8 20.0 9.0
0.9 3 0.8 3 30 6 2000 0.7 3.5 2.5 7 44.2 26.1 13.3 10.5
0.7 2 0.8 4 21 4 3000 0.5 5.8 2.7 9 100.0 33.1 25.0 8.6
0.8 4 0.8 4 32 3 1700 0.7 3.5 2.9 10 44.4 25.4 12.8 9.5
0.8 3 0.9 2 30 1 1000 0.6 5.5 2.9 8 96.6 30.5 21.2 10.9
0.9 4 0.9 3 18 5 1800 0.9 5.4 2.7 10 100.0 40.2 29.9 15.4
0.9 3 0.9 4 23 2 3600 1 5.6 2.8 5 100.0 42.5 32.2 15.4
0.8 3 0.9 4 30 4 3700 1 3.9 2.7 8 53.3 25.3 16.1 9.6
0.8 3 0.9 2 16 6 2900 0.7 3.6 2.8 2 100.0 44.6 23.0 16.0
0.7 4 0.7 2 37 6 1100 0.9 5 3 9 57.8 23.3 14.7 7.8
0.8 4 0.8 3 20 1 1700 0.8 4.8 2.6 1 100.0 58.3 36.1 22.9
0.8 2 0.9 2 37 2 1100 0.9 5.2 2.6 3 73.7 30.0 19.4 9.2
0.9 3 0.8 4 22 4 2900 0.8 3.1 2.7 4 54.6 38.1 12.3 12.5
0.8 4 0.8 2 26 3 3500 0.8 5.8 2.7 4 100.0 35.3 28.5 10.8
0.9 2 0.9 3 39 4 2500 0.5 5.2 2.7 8 60.7 20.5 15.4 8.5
0.9 2 0.8 3 17 4 1000 0.8 3.3 2.7 1 96.1 82.1 20.0 32.1
0.8 4 0.8 2 20 5 2800 0.5 4.8 2.7 3 100.0 33.3 22.8 11.5
0.8 4 0.8 2 36 2 3200 1.4 3.7 2.6 4 43.9 27.3 13.7 8.6
0.7 2 0.9 3 19 6 1800 0.7 5.6 2.7 6 100.0 37.7 28.8 10.0
0.8 4 0.8 4 34 6 1100 0.8 4.5 2.9 6 56.6 26.1 16.2 8.4
0.8 4 0.7 4 27 6 2300 0.5 3.8 2.6 4 55.2 27.5 13.6 9.5
0.9 3 0.7 2 40 3 1800 1.3 4.5 2.9 2 49.2 28.2 14.2 9.1
0.7 2 0.8 4 19 4 2900 0.7 5.9 2.8 8 100.0 34.5 26.0 9.0
0.9 3 0.7 3 34 1 1900 0.6 5.7 2.6 5 79.7 30.7 22.5 10.9
0.8 4 0.8 2 30 4 2200 1.3 5.4 2.6 1 100.0 38.0 22.5 12.8
0.7 2 0.8 2 23 2 2200 0.6 3.1 2.8 1 58.4 56.3 17.5 21.4
0.8 2 0.9 2 22 2 3900 0.7 5.2 2.8 4 100.0 49.7 33.8 16.6
0.9 2 0.8 2 24 1 1700 0.8 3.6 2.5 8 61.9 40.2 18.7 14.3
0.8 2 0.7 3 35 6 2400 1.2 4.4 3 8 49.5 23.6 13.0 8.6
0.8 4 0.9 2 37 6 3600 0.5 3.6 2.7 6 40.2 20.2 10.4 7.3
0.7 3 0.7 2 37 5 1600 1.3 3.6 2.9 6 37.4 22.3 11.3 6.7
0.8 2 0.9 4 36 3 2200 1.3 5.6 2.8 4 84.3 25.7 20.2 8.4
0.9 4 0.8 4 28 3 1500 1.3 5.9 2.5 1 100.0 38.1 26.5 14.6
0.9 2 0.8 2 31 5 2300 1.2 3.1 2.6 1 39.4 39.9 9.3 16.6
0.8 4 0.8 2 27 6 3800 1.1 4.6 2.6 5 81.6 27.4 17.2 8.7
0.9 3 0.8 3 39 4 3800 1.3 4 2.7 5 42.6 20.9 13.1 7.4
0.9 3 0.9 2 18 2 1100 1.2 4.9 3 1 100.0 94.3 36.6 24.6
0.8 3 0.8 3 26 4 2500 1.3 3.2 2.9 9 44.2 29.0 14.3 10.4
0.9 3 0.7 2 31 2 2500 0.7 4.1 2.8 7 50.2 28.0 13.9 10.6
0.7 4 0.7 3 22 3 3000 0.7 4.5 2.6 5 96.1 28.6 22.5 10.4
0.9 4 0.9 2 39 1 3600 1.1 4.4 2.9 1 NaN NaN NaN NaN
0.8 3 0.9 3 40 3 2500 0.9 4.6 2.5 3 57.8 22.0 15.2 5.6
0.7 2 0.9 2 15 1 3600 0.5 3.2 2.9 8 97.2 61.2 24.0 13.0
0.7 2 0.9 3 31 5 1000 0.8 3.6 2.5 2 51.2 20.7 14.7 6.9
0.8 2 0.7 4 36 2 3400 1 3.2 2.6 8 29.1 26.4 8.8 8.6
0.9 3 0.9 4 19 3 2400 0.7 4.9 2.6 7 100.0 35.9 24.8 14.2
0.8 3 0.8 3 19 3 3100 1.1 5.3 2.7 6 100.0 45.2 32.9 14.7
0.8 2 0.8 3 32 3 2400 1.2 4.4 3 1 70.4 42.1 19.7 16.2
0.7 4 0.7 2 23 6 1200 0.8 5 2.8 8 100.0 33.2 21.5 10.8
0.8 3 0.7 3 36 6 1300 1.4 5.7 2.7 2 73.8 23.6 18.9 8.0
0.9 3 0.7 2 23 5 3500 0.6 4.3 2.5 4 83.8 29.8 15.4 12.4
0.8 3 0.9 2 28 4 1000 1.5 5.6 2.5 3 100.0 24.7 23.0 9.4
0.7 4 0.8 2 38 6 1300 1 4.1 2.8 2 46.6 22.5 13.8 7.2
0.7 2 0.8 2 31 1 1700 0.7 5.9 2.8 3 100.0 34.4 25.8 10.1
0.9 3 0.7 2 39 6 1900 1.5 3.9 2.6 2 40.4 21.4 10.9 7.7
0.7 3 0.9 2 20 3 1800 0.9 5.6 2.6 6 100.0 33.2 30.7 9.2
0.8 3 0.8 4 16 5 1100 1.4 3.9 2.5 8 100.0 39.4 23.9 14.6
0.9 2 0.7 4 31 3 3900 1.3 4.6 2.8 10 57.0 25.4 15.1 9.1
0.8 2 0.8 2 27 6 1700 0.8 4.8 2.7 9 86.5 29.0 19.0 10.9
0.8 3 0.7 4 36 2 3200 0.7 4.8 2.8 8 54.7 24.1 15.4 8.3
0.7 3 0.7 2 16 1 1100 1.4 4 3 5 100.0 67.3 27.9 21.0
0.9 4 0.8 2 40 3 1200 0.9 3.1 2.6 5 29.3 22.1 8.5 8.5
0.7 3 0.9 3 32 3 2900 1.5 5.5 2.7 3 98.3 29.4 23.0 7.2
0.9 4 0.9 2 17 6 3700 0.8 4.4 2.7 7 100.0 38.7 24.9 15.6
0.9 2 0.9 4 27 2 3600 1.5 3.8 2.8 5 62.6 36.1 19.9 12.2
0.9 3 0.7 4 18 4 1300 0.9 4.2 2.9 1 100.0 90.7 25.7 25.7
0.8 2 0.8 2 23 3 3200 0.8 4.7 2.8 1 100.0 55.1 27.5 24.1
0.9 3 0.8 3 33 1 3900 1.3 3.3 2.7 1 44.1 35.9 15.0 12.8
0.9 2 0.8 3 40 6 3700 1.3 5.1 3 3 58.1 22.7 14.6 7.2
0.8 2 0.8 3 37 3 3000 1 5.3 2.6 8 65.4 24.9 16.7 7.6
0.9 4 0.7 4 17 4 2100 0.8 4.1 2.7 6 99.8 40.1 21.6 16.2
0.8 2 0.8 2 18 1 3100 0.7 4.5 2.8 9 NaN NaN 31.8 17.6
0.7 4 0.8 4 37 4 3500 0.9 3.9 3 5 40.9 22.4 12.1 7.0
0.8 4 0.8 3 18 3 3400 1 5.3 2.9 3 100.0 53.3 37.3 14.3
0.7 3 0.9 3 24 3 3700 0.8 3 2.6 1 54.5 47.1 12.3 15.1
0.9 3 0.8 4 35 5 2700 1.4 4.4 2.8 6 51.9 22.8 14.6 8.1
0.8 2 0.9 2 15 1 2000 1 3.3 3 9 99.2 73.6 26.2 21.5
0.7 2 0.8 3 37 3 2700 1.2 3.2 2.5 3 34.2 19.9 12.2 6.3
0.8 2 0.8 3 23 2 1000 1.3 3.1 2.8 3 55.0 41.5 15.3 15.3
0.7 4 0.9 3 24 6 2200 1.5 4.6 2.9 8 98.2 31.2 18.9 9.4
0.8 2 0.7 3 31 3 2800 0.7 5.4 3 3 90.8 34.5 23.5 11.4
0.8 2 0.8 3 22 1 2800 0.7 5.3 2.5 7 100.0 39.1 34.6 18.4
0.7 3 0.8 2 20 1 3800 1.5 4.7 2.7 10 100.0 44.9 25.3 12.5
0.8 4 0.8 4 22 6 1600 1.1 4.9 2.9 2 100.0 35.1 20.8 11.8
0.8 3 0.7 4 38 5 3200 0.8 3.5 2.5 2 36.0 17.7 10.1 7.0
0.8 2 0.7 3 27 5 2600 1.3 3.9 2.7 7 52.5 28.0 14.3 10.2
0.9 2 0.7 3 28 1 3000 1.3 3.4 3 9 43.5 39.2 14.9 12.3
0.8 2 0.8 3 27 4 3000 0.7 4.5 2.9 9 74.7 28.3 18.2 11.4
0.8 3 0.9 2 38 2 1600 0.9 4.9 2.9 6 60.0 26.6 16.3 9.4
0.8 2 0.8 4 38 2 2400 0.9 5.8 2.7 2 93.7 27.9 21.8 10.1
0.9 2 0.9 2 19 6 2800 1.3 3.9 2.6 9 99.5 36.1 21.6 13.2
0.8 3 0.7 3 19 4 1500 0.8 5.1 3 5 100.0 39.3 24.7 14.2
0.8 3 0.8 2 27 2 2100 1.2 5.8 2.9 6 100.0 36.7 26.7 12.1
0.8 2 0.9 3 34 5 2300 0.7 4.9 2.6 1 82.7 35.2 15.8 17.0
0.7 4 0.9 4 27 2 1200 1 4.9 2.6 5 95.1 31.1 22.2 9.7
0.8 4 0.8 3 15 5 2700 1.3 5.8 2.6 10 100.0 44.5 33.9 14.3
0.7 2 0.9 4 26 4 3400 1.1 5.1 2.6 10 99.6 23.9 22.7 7.2
0.7 2 0.9 3 39 4 1800 1.2 5.7 3 9 71.8 22.1 16.5 6.6
0.8 2 0.7 3 31 1 1100 0.7 5.7 2.7 8 87.6 29.1 21.3 10.7
0.7 2 0.9 3 19 5 1700 1.3 5.8 2.7 10 100.0 36.5 31.7 9.6
0.8 2 0.8 4 38 3 1600 0.6 5.9 2.8 7 73.1 21.8 16.5 8.8
0.7 3 0.8 3 17 4 2400 0.7 3.9 2.7 5 99.8 38.7 21.4 11.2
0.8 4 0.8 2 38 1 2000 0.9 3.3 2.8 8 35.7 26.7 12.5 9.6
0.8 2 0.8 3 23 4 2800 1 3.1 2.8 2 53.2 39.3 11.8 12.0
0.8 3 0.8 3 32 2 1300 1.4 3.5 2.9 3 46.2 33.7 16.5 11.1
0.7 3 0.8 4 21 2 3900 1.4 5.6 2.8 3 100.0 47.4 35.9 14.4
0.8 2 0.7 4 21 3 1300 0.9 3.1 2.8 4 48.0 42.2 12.1 14.4
0.8 2 0.8 4 31 6 1500 1.2 4.3 2.7 9 57.7 26.1 16.2 9.6
0.8 3 0.7 2 22 1 3200 0.6 4.4 2.8 5 94.3 50.3 23.4 22.7
0.8 3 0.7 4 33 6 3100 1.4 4.1 2.7 6 47.0 23.5 12.4 8.5
0.7 3 0.8 2 36 5 3100 1 5 2.9 8 59.8 22.2 14.5 6.8
0.8 2 0.9 2 22 1 3200 0.6 3.6 2.8 4 78.8 50.4 21.0 23.9
0.8 4 0.7 4 37 4 2300 1.5 5.5 2.8 2 70.4 24.0 18.7 7.6
0.8 2 0.7 2 38 4 1200 1.1 4.5 2.6 4 47.9 22.5 14.9 8.3
0.7 4 0.9 4 32 5 3500 1.4 4.2 2.7 8 56.0 23.3 14.5 7.0
0.7 2 0.7 4 31 3 2200 1 4.7 2.6 6 64.0 22.6 17.7 6.7
0.7 3 0.7 3 37 3 1400 0.9 3.2 2.6 6 30.5 20.1 7.9 6.3
0.8 2 0.8 3 21 2 3000 1.1 4.9 2.9 3 100.0 49.4 30.9 17.0
0.8 4 0.7 4 15 6 1100 1.3 3.9 2.9 10 100.0 48.8 24.3 16.6
0.9 3 0.7 3 35 3 2700 1.4 4.5 3 5 52.1 29.9 16.4 9.7
0.8 3 0.9 3 39 6 3100 1.4 5.5 2.6 10 66.3 20.6 15.5 7.4
0.7 2 0.8 2 38 4 2300 0.8 3.2 2.5 9 30.5 16.7 9.8 5.5
0.8 4 0.8 2 28 5 1800 1.4 4.9 2.6 7 84.4 27.0 16.8 8.7
0.9 2 0.8 3 29 2 3600 0.7 5.2 2.7 4 98.8 33.8 26.4 13.3
0.8 4 0.8 2 17 2 3400 0.7 4.6 2.5 8 100.0 48.1 33.3 12.7
0.8 4 0.8 3 34 6 3000 0.9 5.7 2.9 5 84.2 23.1 16.9 8.3
0.9 4 0.7 3 24 2 1100 0.9 5.2 2.8 4 100.0 41.9 26.9 14.2
0.7 3 0.8 2 36 1 2000 1.4 5 3 6 62.4 28.2 17.2 9.0
0.8 2 0.8 4 24 1 3000 1.5 4.2 2.6 10 77.8 34.6 21.0 11.0
0.9 3 0.8 3 26 3 2200 0.7 5.8 3 3 100.0 39.6 28.0 12.6
0.7 3 0.8 2 27 2 2600 1.3 4.4 2.9 7 72.9 34.6 19.4 9.1
0.9 3 0.7 4 17 4 3700 0.7 5.4 2.6 7 100.0 37.9 30.3 15.6
0.7 3 0.8 2 18 2 2000 1.1 4.4 2.8 5 100.0 52.4 29.8 15.4
0.7 2 0.8 3 30 4 1700 0.8 3.3 3 6 40.1 27.1 13.5 8.5
0.7 2 0.9 2 33 4 3800 0.6 4.3 2.5 2 63.6 19.1 17.7 5.9
0.7 3 0.8 3 28 1 1500 1.4 3.2 2.8 3 48.2 39.9 12.9 11.1
0.8 3 0.7 2 33 6 2800 1.5 4.4 3 6 52.6 24.5 13.5 8.2
0.9 2 0.8 4 27 4 3500 1.3 5.1 2.5 6 95.2 27.4 21.5 10.1
0.8 3 0.8 2 40 1 1200 1.3 5.9 2.9 2 82.0 28.5 20.5 10.9
0.8 2 0.8 4 30 6 2600 1.3 3.8 2.6 1 53.3 38.2 14.1 13.7
0.7 2 0.9 4 17 1 3500 0.6 4.9 2.6 1 100.0 72.2 44.0 23.2
0.8 4 0.7 2 34 3 2500 0.7 5.2 2.7 7 63.5 23.8 16.9 8.4
0.8 3 0.8 4 16 5 2700 0.8 5.1 2.8 6 100.0 41.6 30.4 17.0
0.8 2 0.7 2 37 6 3600 1.2 5.9 2.5 2 86.2 18.9 18.0 7.4
0.7 3 0.9 2 26 2 1400 1.3 4.1 2.7 7 71.0 34.7 19.8 8.5
0.7 2 0.8 3 39 1 3100 1.2 4.6 2.8 8 51.6 25.8 16.0 7.6
0.8 4 0.8 4 33 1 2200 0.6 3.7 2.8 1 52.8 36.5 16.9 13.4
0.8 3 0.8 2 22 5 3300 1.2 5.6 2.5 4 100.0 29.0 28.2 11.0
0.8 2 0.7 2 27 5 1400 1 4.3 2.9 2 68.3 30.8 17.0 11.5
0.8 2 0.8 3 29 5 3300 1.1 3.8 2.7 6 53.0 25.9 13.7 9.6
0.8 3 0.9 3 22 1 1400 1.5 5.6 2.8 7 100.0 45.4 27.6 12.1
0.8 3 0.9 4 36 3 2700 1.4 5.6 2.8 7 77.8 22.4 18.2 8.0
0.8 2 0.7 4 40 3 1200 0.6 3.5 2.9 8 34.2 21.7 10.2 8.6
0.8 3 0.8 4 27 1 2000 1 4.4 2.7 1 97.1 44.0 26.3 15.8
0.7 2 0.8 2 39 6 2200 1.3 5.7 2.9 2 73.5 21.4 17.1 5.5
0.8 3 0.8 3 16 6 1300 0.9 5.6 3 8 100.0 46.8 32.2 17.1
0.8 3 0.7 3 27 4 1700 1.4 4.8 2.8 6 78.9 29.3 17.7 10.0
0.9 4 0.8 3 26 3 2700 1.4 4.3 2.7 5 74.2 34.9 21.7 11.7
0.7 3 0.8 3 33 1 1600 0.8 4.2 2.8 3 59.8 32.9 20.4 9.8
0.7 2 0.8 4 15 1 3600 1 5.9 3 9 100.0 65.2 47.8 16.5
0.9 2 0.7 3 29 6 2400 0.7 4.4 2.6 8 59.8 26.3 14.8 10.7
0.7 3 0.9 3 22 2 3200 1.3 5.2 2.9 6 100.0 45.8 32.2 11.9
0.9 4 0.9 4 15 1 2700 1.1 5.5 3 2 100.0 100.0 57.6 25.7
0.9 4 0.9 3 28 1 3800 0.8 4.5 2.9 9 75.7 40.9 22.8 14.6
0.7 2 0.8 3 36 4 1800 1 3.5 2.7 3 38.9 23.2 11.8 6.0
0.7 2 0.8 2 29 1 1700 1.1 4.5 2.6 4 76.4 34.3 23.1 9.8
0.9 2 0.8 3 16 3 1800 0.9 5.7 2.6 9 NaN NaN 33.1 17.1
0.8 3 0.9 3 25 2 1200 1 5.6 2.6 2 100.0 42.9 31.3 14.6
0.8 4 0.7 4 39 2 2300 0.9 3.1 2.8 6 26.7 25.9 8.0 8.5
0.8 3 0.8 3 37 1 3200 0.6 4.5 2.7 7 52.2 27.9 17.8 9.5
0.8 4 0.9 4 24 6 1400 1.3 3.6 2.7 6 63.0 32.0 18.2 11.0
0.8 3 0.9 2 36 1 2800 0.7 3.7 2.5 8 42.0 24.8 16.7 6.5
0.9 4 0.8 4 38 6 2100 1.4 5.1 2.9 6 58.7 22.4 15.0 7.9
0.7 4 0.7 3 28 3 1500 0.5 5.1 2.7 2 89.0 32.4 22.9 9.3
0.7 2 0.8 2 24 4 3200 1.1 4.5 2.8 7 89.3 30.3 21.0 8.7
0.8 3 0.8 4 29 6 2400 0.6 4.6 2.9 5 70.5 26.6 16.9 9.9
0.8 3 0.9 4 23 3 3800 0.8 4.9 2.5 6 100.0 31.9 24.1 7.7
0.9 3 0.8 2 38 1 2200 0.8 6 2.9 4 87.3 31.4 22.8 11.8
0.8 3 0.9 3 25 3 1400 0.8 5.8 2.5 10 100.0 27.3 23.5 8.2
0.9 2 0.8 2 17 6 3500 0.9 3 2.6 9 68.9 38.5 15.1 15.2
0.8 4 0.8 3 35 3 3000 0.7 5.5 2.8 7 73.5 23.3 18.2 8.3
0.7 4 0.7 3 36 4 3200 1.1 3 2.6 3 28.5 19.9 5.6 6.6
0.8 3 0.7 3 37 5 2800 0.7 4.2 2.8 4 45.3 21.1 11.3 7.8
0.8 4 0.8 2 15 4 3400 1 3.4 2.6 7 99.4 43.9 22.7 14.8
0.8 3 0.9 3 24 2 1100 0.9 4.8 2.8 2 100.0 42.5 28.0 16.4
0.9 4 0.8 4 33 6 1900 0.8 5.2 2.9 10 71.3 25.7 18.3 9.8
0.8 2 0.8 3 26 1 2500 1.2 4.8 2.7 8 90.7 36.4 23.9 13.6
0.7 3 0.9 3 36 1 2700 1.2 4.5 2.6 1 70.2 30.0 19.6 9.5
0.9 4 0.8 3 28 4 2100 0.7 5.6 2.6 5 100.0 27.9 21.4 11.4
0.8 3 0.9 3 39 5 1900 1.2 3.8 2.6 3 42.3 21.4 13.4 8.1
0.8 2 0.7 3 20 1 1300 1.5 4.2 3 7 94.3 50.4 20.5 14.6
0.8 4 0.9 4 15 1 2500 1.2 4.2 2.7 9 NaN NaN NaN NaN
0.9 3 0.9 4 28 1 3400 1 3.8 2.7 10 58.2 35.7 21.8 13.1
0.8 3 0.8 3 31 1 1400 0.7 5.4 2.8 3 95.2 33.8 25.7 13.3
0.7 4 0.7 2 21 1 1200 0.6 5.4 2.5 8 100.0 31.8 29.3 9.7
0.9 4 0.7 4 23 3 3200 1.1 3.8 2.8 5 66.8 40.7 18.0 12.9
0.7 4 0.8 4 40 3 2200 0.9 4.3 2.8 10 44.3 20.4 13.2 6.7
0.8 3 0.8 2 38 4 2700 1.1 5.9 2.8 5 77.6 21.6 18.6 7.9
0.8 3 0.9 3 39 6 2500 1.5 3.6 2.9 3 36.7 NaN 12.8 NaN
0.8 4 0.7 3 18 5 3700 1.3 4.7 2.7 3 100.0 38.0 26.0 12.5
0.8 4 0.9 3 23 4 3600 0.5 4.5 2.9 6 98.9 30.2 20.1 11.8
0.8 3 0.7 4 38 6 1400 0.5 3.2 2.7 6 29.5 21.6 7.9 8.8
0.9 2 0.8 2 38 6 1000 0.6 4 2.8 9 44.0 23.4 13.8 9.2
0.8 4 0.8 2 36 5 2200 1 3.3 2.6 4 34.4 22.7 11.5 7.6
0.8 2 0.9 4 38 4 1800 1 4.2 2.6 9 49.0 21.8 13.9 8.1
0.8 4 0.9 4 19 1 2800 1.3 5.8 2.6 8 100.0 47.9 40.6 16.6
0.8 2 0.7 2 23 4 2600 1.5 5.9 2.7 1 100.0 52.3 30.4 21.3
0.9 4 0.8 2 24 6 1900 0.8 4.9 2.9 2 100.0 34.2 20.5 12.7
0.7 3 0.8 2 23 4 1400 0.7 3.3 3 2 59.0 40.1 16.4 8.5
0.8 3 0.9 2 26 2 1900 1.3 5.9 2.6 4 100.0 36.1 32.9 12.5
0.8 4 0.9 4 36 2 1900 0.9 3.6 2.6 7 40.1 23.8 14.9 7.7
0.8 3 0.9 3 37 3 3800 0.7 3.2 2.8 4 36.2 25.8 12.1 9.8
0.7 2 0.8 2 27 1 1600 1.5 3.9 2.5 2 69.6 32.5 23.1 10.8
0.9 3 0.7 4 19 1 1800 1.4 4.7 2.6 6 100.0 55.3 30.8 20.3
0.8 2 0.7 2 25 6 1700 1.1 4.7 2.6 6 87.7 30.0 19.1 10.9
0.9 4 0.8 4 15 6 3800 1.4 4.6 3 7 100.0 53.6 26.7 16.0
0.8 3 0.9 4 18 6 1400 1.4 3.4 2.9 7 89.5 41.2 20.6 13.6
0.7 4 0.7 3 39 1 2000 1.3 3 2.7 9 26.4 25.5 5.7 6.7
0.9 4 0.8 4 36 2 2200 0.6 4.3 2.7 6 48.9 24.0 15.4 9.2
0.9 4 0.8 2 34 5 2600 0.9 3.4 3 3 39.4 28.5 11.8 9.1
0.8 3 0.8 2 23 5 1400 1 5.5 2.8 9 100.0 33.6 24.8 11.9
0.8 4 0.8 3 30 3 2900 1.2 3.5 2.7 7 43.5 26.0 14.7 8.7
0.9 3 0.8 4 15 3 2200 1.3 4.5 2.6 1 100.0 92.1 34.8 27.5
0.8 3 0.8 2 30 5 2900 1.1 3.2 2.9 6 38.0 26.3 10.9 9.6
0.9 4 0.7 3 37 2 3900 1.4 4.7 2.5 7 51.8 22.6 15.2 8.1
0.8 4 0.9 2 33 5 3800 0.6 4 2.7 7 50.2 22.9 15.3 7.7
0.8 2 0.8 2 25 3 3500 0.6 3.6 2.7 7 54.1 29.8 15.2 12.1
0.9 4 0.8 4 33 5 2800 1.2 3.3 2.7 3 37.3 24.1 11.4 8.9
0.9 3 0.9 2 34 5 2700 0.7 5.1 2.8 8 71.9 23.2 17.1 9.1
0.8 2 0.7 4 26 6 3300 0.8 3.4 2.7 8 48.6 27.9 13.4 10.9
0.9 3 0.9 2 25 3 3400 1.2 6 2.6 8 100.0 32.0 28.6 12.6
0.8 2 0.7 4 23 3 3100 1.2 5.8 2.9 10 100.0 32.0 25.1 11.5
0.7 4 0.9 4 20 2 2800 0.9 4.6 2.6 10 100.0 34.4 26.0 12.1
0.9 4 0.9 3 22 2 1900 1.4 5.8 2.6 5 100.0 41.0 36.2 15.0
0.7 3 0.8 3 36 2 1700 0.7 3.5 3 6 37.1 27.4 12.2 7.7
0.9 2 0.8 2 18 4 1100 1.5 5.6 2.6 1 100.0 65.6 37.5 23.1
0.8 3 0.8 4 40 5 1200 0.8 3.1 2.8 3 29.1 22.1 8.4 8.5
0.8 4 0.8 4 30 4 3300 1.1 3.9 2.6 3 55.0 26.6 15.6 8.3
0.7 4 0.9 2 40 1 1400 1.3 5.8 2.6 4 77.9 23.4 19.9 8.4
0.8 2 0.7 3 38 2 3600 0.6 3.1 2.8 7 27.2 25.5 7.5 9.0
0.8 3 0.9 3 39 3 2200 1.2 4.1 2.9 4 46.8 25.2 14.6 8.0
0.8 4 0.9 4 16 3 3600 0.7 3.5 2.9 2 100.0 78.1 25.2 20.6
0.8 3 0.9 2 20 4 3200 1.5 4.6 2.8 6 100.0 34.1 24.1 11.5
0.7 4 0.9 2 24 6 3100 0.8 4.7 2.8 5 99.3 30.5 20.0 9.9
0.9 2 0.9 4 28 6 1300 0.7 5.6 3 7 100.0 30.6 20.8 11.2
0.9 2 0.9 3 27 5 3700 0.6 5 2.9 4 97.0 28.8 18.8 11.3
0.7 2 0.8 4 37 5 1500 0.6 4 2.8 2 43.6 22.8 13.1 5.9
0.8 2 0.9 4 19 2 3600 1 4.6 2.5 9 100.0 36.4 27.7 13.4
0.8 3 0.8 3 35 4 1900 1.3 3.5 2.8 6 40.3 23.3 11.7 8.0
0.8 4 0.9 3 28 1 3200 1.5 3.2 2.6 6 47.7 38.3 18.6 13.1
0.9 3 0.7 3 26 2 2800 1.3 3.9 2.9 10 58.1 36.3 14.8 10.4
0.7 2 0.8 2 33 1 3500 0.9 4.6 2.8 7 65.3 30.0 19.9 9.3
0.8 3 0.7 4 31 5 1900 0.6 5.2 2.5 8 72.5 22.5 17.8 9.1
0.9 2 0.9 3 21 5 2100 1.4 5.6 2.9 10 100.0 36.9 26.0 12.6
0.8 2 0.7 3 15 2 3600 1.2 3.8 2.5 4 100.0 58.8 29.9 19.2
0.9 3 0.9 2 27 5 3800 0.7 4.5 2.6 8 80.6 27.1 17.9 11.0
0.8 4 0.8 3 32 4 2200 1.2 3.1 2.6 5 33.4 24.4 9.2 8.0
0.7 4 0.8 2 35 1 3100 1.3 4.3 2.8 2 60.9 33.0 19.4 11.4
0.8 2 0.7 4 40 2 1400 0.7 5.3 2.7 8 55.0 22.0 16.0 8.5
0.8 4 0.9 2 26 2 1000 1.2 4.7 2.6 4 96.0 36.6 23.6 11.7
0.7 2 0.9 3 29 2 1400 1.1 5.6 2.7 5 100.0 32.9 24.7 9.0
0.9 2 0.9 3 35 5 1200 0.9 5 2.7 3 70.6 24.4 18.1 9.5
0.8 2 0.8 3 30 4 1900 1.2 4.5 2.6 4 67.4 26.3 18.1 9.9
0.9 3 0.9 3 35 4 1100 0.6 4.3 2.9 5 54.7 25.1 15.6 9.6
0.9 3 0.8 2 15 4 3600 1.3 4.1 3 4 100.0 72.6 31.3 16.1
0.8 4 0.9 4 20 1 1900 1.3 5 2.6 1 100.0 58.5 36.7 21.6
0.8 4 0.9 2 38 1 3800 1 4.1 2.6 8 50.4 27.1 17.5 9.2
0.9 4 0.9 4 16 1 2300 1.3 3.4 2.8 9 98.8 65.7 25.8 20.0
0.8 4 0.8 2 39 2 2900 1.5 4.7 2.7 8 52.2 22.3 14.3 7.8
0.8 2 0.8 2 16 2 3300 0.9 4.4 2.7 5 100.0 61.3 35.3 17.7
0.8 2 0.7 4 37 3 3000 1.1 3.6 2.6 7 36.2 23.4 11.9 8.3
0.8 2 0.8 2 36 1 1200 1.3 3.2 2.5 10 33.4 21.9 9.2 8.3
0.7 4 0.7 4 21 2 2500 0.9 3.2 2.7 10 49.8 34.5 13.4 11.6
0.8 4 0.9 4 36 3 2900 1.4 4.5 2.8 5 57.7 25.3 15.4 7.7
0.8 4 0.7 4 29 4 3200 1.2 4.3 3 1 72.1 46.7 17.1 17.5
0.9 3 0.7 2 40 1 2800 1.4 4.1 2.9 10 38.0 23.3 10.7 7.6
0.9 2 0.9 2 33 1 2800 1.2 4.9 2.6 3 88.6 31.7 21.0 11.7
0.9 2 0.7 2 16 1 2400 1.4 3.5 3 9 94.0 74.8 25.2 19.5
0.7 2 0.9 3 39 1 2200 0.5 4.2 2.5 2 52.7 23.1 19.6 7.6
