typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE
0.8 3 0.7 4 40 3 1500 0.9 4.5 2.9 1 50.2 30.2 15.0 11.8
0.7 3 0.8 4 26 3 3600 1.2 5.5 2.5 2 100.0 29.1 28.4 7.1
0.8 4 0.8 2 32 1 3000 0.9 4.6 2.6 2 80.3 34.9 22.0 11.9
0.8 4 0.8 3 40 5 3600 1.4 4.8 2.5 4 52.8 16.8 14.5 6.1
0.9 3 0.9 3 27 1 1800 1.4 4 2.6 6 66.0 36.2 20.7 13.1
0.9 4 0.8 3 38 1 1000 0.9 5.5 2.7 7 67.2 26.8 19.0 9.8
0.8 4 0.7 2 17 5 2300 1.3 4.1 2.9 7 99.2 40.4 20.5 13.3
0.7 2 0.8 2 17 6 1900 0.6 5.4 2.8 2 100.0 39.2 29.7 12.1
0.7 4 0.8 3 19 3 3400 1 3.3 3 3 78.9 55.5 21.7 15.4
0.8 2 0.8 3 30 1 3200 0.8 4.5 2.9 4 72.0 36.1 23.0 13.4
0.8 4 0.7 2 15 1 3900 1.4 5.3 3 8 100.0 75.6 41.9 21.1
0.9 3 0.8 3 27 5 3800 1.2 4.9 3 9 86.7 31.8 16.8 10.1
0.9 3 0.8 3 35 4 1800 0.7 4.1 3 6 48.6 26.1 14.6 9.4
0.8 2 0.9 4 30 6 3400 1.3 4.2 2.6 7 60.2 25.3 15.6 9.0
0.8 3 0.9 3 29 2 1500 0.7 3.8 2.9 7 55.9 30.1 18.5 10.8
0.9 2 0.9 2 15 3 2700 1 5.5 2.9 8 100.0 53.3 37.7 17.4
0.8 3 0.8 2 40 2 2400 1.3 3.9 2.6 8 40.4 24.2 13.2 8.7
0.7 4 0.7 2 27 2 2500 1 4.9 2.5 6 85.5 28.4 23.1 8.8
0.7 2 0.8 4 21 4 2400 0.9 5.1 2.6 6 100.0 29.7 26.9 9.0
0.8 4 0.9 3 34 6 3300 0.6 3.9 2.9 8 47.2 22.5 14.5 8.5
0.8 3 0.7 4 16 1 2800 0.7 5.2 2.7 5 100.0 63.1 45.9 24.6
0.7 4 0.8 4 18 5 3400 1.4 3.6 2.7 9 88.9 37.6 19.4 11.4
0.9 4 0.8 4 36 1 3300 0.7 4.8 2.6 4 63.4 27.3 20.1 11.2
0.8 4 0.9 4 35 2 2900 1.5 3.6 2.8 10 42.0 24.1 12.5 7.6
0.8 4 0.9 2 29 2 3100 1.1 5 2.9 8 88.5 32.8 23.5 11.0
0.8 3 0.9 4 24 5 3300 0.9 4.2 2.6 4 89.4 30.2 19.7 12.0
0.7 4 0.8 4 31 2 3100 0.8 5.8 2.8 4 99.7 31.9 25.1 9.2
0.7 4 0.7 4 33 3 3000 1.5 3.5 2.8 2 41.1 29.2 13.8 7.3
0.8 3 0.9 4 27 3 3600 1 5.1 3 6 98.6 34.8 23.5 10.8
0.8 3 0.9 3 22 4 3700 1.3 4.1 2.6 4 94.2 36.9 22.1 11.2
0.8 3 0.7 2 16 3 3900 0.5 4.4 2.9 10 100.0 41.9 19.4 16.4
0.7 3 0.8 3 31 2 3300 1.2 3.4 2.5 6 41.0 23.3 15.0 7.3
0.8 4 0.9 2 39 3 2700 1.4 3.7 2.8 3 40.8 25.2 14.3 7.4
0.8 2 0.8 3 40 3 3400 0.9 3.1 2.5 9 29.8 18.4 8.3 6.4
0.7 3 0.7 2 40 4 3700 0.9 5.4 2.9 10 55.6 19.7 15.3 5.0
0.8 3 0.9 2 30 2 2200 0.7 4.2 2.7 2 69.8 34.3 20.5 13.0
0.7 3 0.7 3 26 1 2100 0.6 5.7 2.5 2 100.0 36.0 34.9 11.6
0.8 2 0.7 2 38 5 3800 0.9 4.9 2.8 1 60.3 31.0 15.1 14.1
0.7 3 0.7 4 25 1 2900 0.5 5.4 3 8 98.6 38.0 26.0 13.9
0.7 3 0.8 2 15 5 1200 0.6 4.6 2.6 10 100.0 39.8 31.1 12.1
0.8 3 0.8 2 19 2 2800 1.3 5 2.8 3 100.0 53.5 33.4 16.6
0.8 3 0.8 2 32 5 2700 1 4.6 2.9 2 68.1 28.3 17.2 8.7
0.8 4 0.8 2 24 5 2000 0.5 5.7 2.6 1 100.0 47.4 26.6 18.4
0.9 3 0.8 2 27 5 2300 1 3.4 2.6 3 51.6 28.6 14.6 11.0
0.8 2 0.7 2 18 6 3300 0.7 5.4 2.8 4 100.0 38.4 28.5 15.5
0.8 3 0.9 2 29 2 2100 1.2 5.2 2.8 7 93.6 32.9 23.7 11.6
0.8 2 0.7 2 17 3 2400 0.6 5.7 2.8 3 100.0 52.2 39.0 16.4
0.8 4 0.8 3 15 2 1200 0.8 5.6 2.8 6 100.0 55.3 40.1 16.1
0.9 4 0.8 4 33 5 1300 1.3 5.5 2.9 7 81.5 26.8 19.0 9.5
0.8 2 0.7 3 32 6 3700 1.4 5.4 2.6 2 88.6 23.3 18.5 8.2
0.8 3 0.9 3 15 5 1000 0.8 4.4 2.6 10 100.0 46.6 30.7 19.3
0.8 4 0.8 4 33 6 2900 1 3.9 2.6 7 47.5 23.7 13.3 7.7
0.9 3 0.8 3 18 3 1600 0.9 4 2.9 7 98.7 45.3 25.5 16.1
0.7 2 0.9 3 21 3 1800 1.3 4.8 3 4 100.0 44.8 25.1 12.1
0.7 4 0.9 2 40 5 3600 0.5 3.7 2.6 7 37.4 15.4 12.2 5.9
0.7 2 0.8 3 32 3 2200 0.9 3.7 2.6 4 47.4 25.7 14.3 6.4
0.8 3 0.8 4 39 5 3300 0.7 5.8 2.7 10 66.8 20.5 15.3 8.3
0.9 3 0.8 2 34 2 3800 0.9 4.7 2.5 1 78.4 32.0 20.3 14.3
0.7 3 0.8 3 29 1 3400 1.3 5.6 3 8 97.4 34.9 24.9 9.6
0.8 4 0.8 4 15 4 2000 1.2 3.3 2.8 5 96.3 46.5 22.1 16.1
0.9 4 0.9 2 29 1 1000 1 3.8 2.6 8 57.0 33.4 19.3 12.3
0.7 2 0.9 4 40 1 2300 1.2 4.1 2.9 6 47.8 28.5 16.6 9.7
0.8 2 0.8 3 19 6 3700 0.7 3.2 2.6 9 60.4 37.1 16.2 14.4
0.7 4 0.7 4 34 5 2300 0.9 4.2 2.7 7 46.7 23.2 13.4 7.7
0.7 4 0.7 4 28 6 2500 1.5 4.1 2.6 5 57.9 22.0 13.9 7.8
0.8 4 0.8 4 30 2 3600 1 3.1 2.6 4 40.5 32.1 12.4 10.5
0.8 3 0.9 4 21 6 3800 0.6 4.4 3 6 98.8 35.0 22.1 14.0
0.8 3 0.8 4 22 2 1100 0.6 4.5 3 10 96.9 39.4 22.8 14.6
0.8 2 0.7 2 31 1 2400 0.9 3.8 2.8 10 45.8 32.4 15.3 11.5
0.8 2 0.8 2 30 3 1400 1.4 4.8 2.9 3 75.7 32.8 19.8 10.9
0.9 3 0.8 2 26 3 2900 0.8 4.1 2.5 8 64.6 28.1 18.6 11.0
0.9 3 0.8 3 26 1 2800 1.3 3 2.7 7 44.2 36.2 14.4 13.4
0.8 4 0.7 2 39 6 3900 1 5.3 2.8 10 54.6 20.5 14.2 7.3
0.9 3 0.8 2 28 4 2900 0.6 3.1 2.9 2 37.8 34.0 11.4 11.2
0.9 2 0.8 4 35 1 2200 0.7 4.6 2.7 2 66.2 32.6 20.7 11.6
0.9 3 0.9 3 27 2 1200 0.8 3.4 2.9 5 50.4 38.5 16.0 12.4
0.8 4 0.9 2 20 6 2200 1 5.7 2.5 9 100.0 30.3 26.8 11.3
0.9 4 0.8 4 28 6 3100 1.1 5.5 2.9 6 98.2 27.5 21.1 9.8
0.8 4 0.8 4 31 1 1300 1.5 3.5 2.8 8 46.0 31.7 15.0 10.5
0.9 2 0.8 2 16 5 1300 1.3 4.9 2.8 9 100.0 42.9 25.4 15.3
0.7 3 0.7 3 33 3 1800 0.8 3.3 2.8 7 33.7 24.7 11.8 7.6
0.8 2 0.8 4 25 2 3400 1.4 3.9 2.6 3 74.0 38.3 20.6 10.5
0.8 3 0.7 2 26 5 3100 1 5.6 2.6 5 99.7 28.1 24.2 9.7
0.8 2 0.7 4 28 4 2200 1.3 3.6 2.9 8 47.6 27.2 13.1 9.8
0.9 2 0.9 2 22 1 1400 0.6 5.5 2.9 1 100.0 63.8 40.5 24.1
0.7 3 0.7 2 21 6 1300 1.1 5.7 2.9 6 100.0 36.2 27.1 11.1
0.7 4 0.7 3 24 6 1700 1.2 4.5 2.9 9 84.3 31.9 19.8 9.4
0.8 2 0.7 3 17 6 3200 1 5.7 2.5 3 100.0 36.4 33.2 12.4
0.8 3 0.9 2 15 2 3000 1.5 4.8 3 3 100.0 89.2 39.6 22.4
0.8 2 0.9 2 25 1 2200 0.9 4 2.9 1 94.9 50.6 26.6 20.3
0.9 3 0.7 4 20 5 2600 0.9 3.9 2.9 8 82.1 38.1 16.7 13.8
0.8 2 0.8 2 32 2 3900 1.2 5 2.6 9 70.7 29.3 18.8 10.3
0.7 2 0.7 3 19 1 1800 1.2 5.3 2.5 7 100.0 41.5 33.9 13.6
0.8 3 0.9 4 31 6 2100 0.6 5.7 2.9 10 97.5 25.0 18.3 10.1
0.8 2 0.8 3 32 4 3100 0.6 3.3 2.6 5 39.9 23.4 11.9 9.8
0.8 3 0.7 4 16 3 1100 0.7 5.4 2.7 7 100.0 44.6 32.8 18.3
0.7 4 0.9 3 36 4 3500 0.5 3.9 2.7 4 45.4 21.0 14.3 6.6
0.7 3 0.8 4 29 1 1700 1.3 4.1 2.7 7 59.2 32.8 18.8 9.9
0.9 2 0.8 2 16 3 1500 0.7 5.9 2.8 3 100.0 60.8 42.1 19.9
0.8 3 0.9 3 17 1 1300 1.3 4.4 2.6 5 100.0 54.6 34.3 18.1
0.8 4 0.7 3 31 6 3700 1.4 5 2.5 2 78.4 21.7 16.4 7.4
0.8 2 0.8 3 25 4 2500 0.9 5.5 2.7 1 100.0 47.1 26.9 19.2
0.8 3 0.8 4 39 6 2400 1 5.3 2.8 2 65.2 21.4 16.7 8.0
0.8 3 0.8 4 39 6 3400 1.2 5.4 2.8 1 72.7 29.8 16.7 10.9
0.9 3 0.8 4 22 2 1600 1.4 5.7 2.7 4 100.0 43.5 33.7 15.3
0.9 2 0.8 3 27 2 1500 0.6 5.8 2.7 6 100.0 30.3 23.5 12.0
0.9 3 0.8 4 16 5 1000 0.6 5 2.6 6 100.0 40.9 28.2 17.8
0.8 3 0.8 4 31 1 3000 0.9 5.9 2.9 2 100.0 38.6 28.8 15.5
0.7 4 0.8 3 35 6 3400 0.6 5.1 2.9 8 63.6 22.0 15.3 7.0
0.8 4 0.7 3 21 2 3700 0.7 5 2.9 10 99.7 37.9 24.0 13.2
0.7 4 0.9 2 31 2 2100 0.8 3.6 2.7 7 47.7 29.4 15.1 8.4
0.7 3 0.7 4 37 1 2500 1 4.1 2.7 2 48.8 27.1 15.0 7.8
0.8 4 0.7 2 34 1 3000 1.1 5.4 2.8 5 76.7 31.5 22.8 11.5
0.9 2 0.8 3 28 4 1500 1.2 4.6 2.6 6 74.5 28.3 17.8 10.6
0.9 2 0.8 2 39 6 1800 1.2 5.8 2.5 1 82.3 29.7 17.7 11.4
0.8 2 0.7 4 16 6 2500 0.9 5.6 2.8 3 100.0 42.7 34.2 16.7
0.8 3 0.8 4 32 4 1900 0.5 5.5 2.6 2 90.0 26.6 20.5 10.0
0.8 2 0.8 3 18 1 3600 1.5 4.7 2.7 3 NaN NaN NaN NaN
0.9 4 0.8 2 40 2 2500 1.1 4.1 2.6 9 42.8 24.3 15.0 8.7
0.9 2 0.9 4 38 5 3200 1.1 5.2 2.9 2 72.4 24.6 17.4 7.9
0.9 3 0.8 3 33 5 3800 0.9 4 2.7 9 48.5 23.5 13.9 9.0
0.8 2 0.9 3 33 4 1000 1.5 5.1 2.9 5 76.5 26.0 19.2 9.5
0.8 4 0.8 2 21 4 3400 1.2 5.6 2.5 5 100.0 31.3 30.2 10.7
0.7 4 0.9 3 36 6 3100 0.5 5.1 2.6 1 75.7 29.1 16.2 11.6
0.8 3 0.7 4 17 6 3100 0.8 4.6 2.6 9 100.0 38.3 24.1 13.6
0.9 3 0.9 2 16 5 3600 1 3.4 2.6 10 97.0 42.7 21.8 16.5
0.9 4 0.9 4 25 3 1300 1.2 3.8 2.9 10 66.2 32.0 18.4 11.1
0.8 3 0.8 3 17 5 1500 1.1 3.1 2.8 3 73.6 41.0 15.8 15.5
0.9 2 0.8 2 26 5 2000 1 5.3 2.6 6 99.0 28.9 23.2 11.2
0.9 2 0.7 2 20 4 3800 0.6 5.3 3 5 100.0 41.7 25.5 14.3
0.8 3 0.8 3 16 4 1200 1.1 5.6 2.8 10 100.0 44.0 32.1 16.2
0.7 4 0.7 2 29 4 2900 0.8 5.6 2.7 5 94.8 25.6 22.4 8.3
0.8 4 0.8 3 16 1 2500 1.3 4 2.7 4 100.0 62.8 35.6 22.5
0.9 3 0.8 2 20 1 3900 1.2 5.3 2.8 3 100.0 56.2 39.6 17.6
0.9 3 0.7 3 19 6 3500 0.9 3.8 2.8 10 85.5 38.6 18.8 14.5
0.8 2 0.9 4 25 6 1500 1 4.1 2.5 2 81.7 28.5 20.2 11.2
0.8 3 0.8 2 16 3 2600 0.8 4.9 2.7 5 100.0 51.7 34.4 14.9
0.8 3 0.7 3 33 3 2800 0.5 5.7 2.6 10 76.9 23.1 17.3 9.7
0.7 4 0.9 4 39 4 1000 0.9 5 2.9 8 59.3 23.0 15.0 7.3
0.8 2 0.9 2 18 6 2200 1.2 6 2.6 1 100.0 62.6 38.0 22.3
0.9 2 0.8 4 35 4 1500 0.8 5.1 2.8 7 64.5 24.5 16.5 9.4
0.7 4 0.7 3 26 3 3400 1.3 6 2.9 2 100.0 39.4 29.2 11.1
0.9 3 0.9 3 33 3 2000 1 3.4 2.6 9 41.4 25.0 12.6 9.5
0.8 2 0.8 3 24 6 3700 1.4 3.3 3 7 48.4 31.3 15.3 10.8
0.8 2 0.7 4 17 5 2000 1 3.2 2.5 3 72.7 37.6 13.3 12.9
0.7 2 0.8 4 27 6 2100 1.1 6 2.9 4 100.0 28.7 23.5 8.5
0.9 4 0.7 3 27 6 1800 1.2 4.8 2.7 5 79.2 29.4 17.7 10.9
0.8 2 0.8 3 38 5 1200 0.6 5.8 2.6 4 71.8 22.0 16.6 8.5
0.8 2 0.9 4 21 2 1100 0.8 4.6 2.7 5 99.8 44.0 25.3 14.9
0.8 2 0.8 3 33 6 3700 1.3 5.4 2.5 2 92.4 20.4 19.2 8.1
0.7 4 0.8 4 21 3 3800 1.3 5.2 3 2 100.0 49.0 31.5 13.2
0.8 4 0.8 2 22 6 2400 0.8 4.1 2.8 5 88.3 31.5 19.6 11.7
0.7 4 0.9 4 35 2 2300 1.5 5.3 2.9 1 94.2 36.1 23.5 12.5
0.9 3 0.7 2 37 3 1200 0.7 5.7 2.7 4 69.3 26.3 19.4 8.9
0.9 4 0.7 3 20 3 2700 1 4.8 2.7 10 99.8 35.3 23.9 13.5
0.7 3 0.9 2 25 5 3900 0.6 4.4 2.6 5 87.7 23.4 18.4 7.0
0.9 2 0.9 3 17 4 3100 0.9 4.3 2.6 8 100.0 38.7 27.5 15.4
0.8 2 0.8 2 37 6 3800 1.5 5.8 2.7 9 72.4 21.5 16.2 7.6
0.7 2 0.7 4 40 5 2700 0.7 3.3 2.8 3 29.5 21.3 8.0 5.7
0.8 4 0.9 3 31 4 2300 0.9 3.6 2.9 3 47.7 28.6 16.5 9.3
0.7 4 0.8 3 40 2 1000 1.3 5.3 2.5 7 59.4 17.6 17.2 6.4
0.8 3 0.8 3 38 1 3400 1.5 3.8 2.9 4 42.4 30.3 16.9 10.0
0.7 4 0.8 2 28 1 1600 0.7 3.6 2.6 6 53.3 31.2 18.3 12.1
0.7 3 0.9 4 23 5 2000 1 4.2 2.6 10 90.1 28.6 20.2 8.3
0.8 3 0.8 3 21 3 2400 0.5 3.8 2.7 6 78.6 34.0 18.2 12.9
0.7 2 0.9 2 15 4 3000 1.1 5 2.7 4 100.0 46.7 34.0 12.1
0.8 2 0.8 3 31 6 2500 1.3 4.9 2.5 10 70.5 22.1 15.6 8.7
0.8 2 0.9 4 32 6 1900 1.1 3.4 2.9 6 45.9 25.2 12.7 9.5
0.9 4 0.7 4 35 2 3200 1.1 5 2.7 8 62.1 27.4 17.4 9.8
0.7 2 0.8 3 19 2 3700 0.7 4.8 2.5 4 100.0 41.6 30.8 10.3
0.8 3 0.7 3 35 5 2600 0.7 4.2 2.6 4 46.5 22.3 11.8 7.9
0.7 3 0.9 4 31 4 2500 1.4 3.5 3 7 45.7 25.6 12.7 7.8
0.8 3 0.7 4 31 3 1100 0.9 3.3 2.6 1 42.5 36.9 12.0 13.7
0.8 2 0.8 3 35 1 1800 0.8 4.7 2.7 4 62.2 31.2 19.8 12.0
0.7 3 0.9 4 23 3 1300 0.8 5.8 2.7 4 100.0 37.8 30.0 8.8
0.7 2 0.8 4 22 6 1000 1.1 3.5 2.8 2 64.5 34.0 17.3 8.9
0.7 4 0.8 4 37 4 3700 1.3 4.3 2.6 3 51.2 21.3 15.7 6.5
0.8 3 0.9 4 23 6 3900 0.7 3.8 2.7 8 73.3 30.2 19.4 12.3
0.8 3 0.9 2 18 4 1900 1 4.2 2.6 7 100.0 39.3 25.3 13.8
0.8 2 0.7 4 28 3 1300 0.5 5.3 2.8 9 87.1 27.5 19.3 11.2
0.8 4 0.9 2 25 1 2300 1.2 4.7 2.9 9 94.7 42.5 22.6 13.4
0.8 2 0.7 4 28 6 2400 0.7 4.1 2.9 7 56.6 27.0 14.2 10.7
0.8 3 0.8 4 20 4 2200 1.1 3.5 2.6 7 72.7 34.9 17.8 12.1
0.7 4 0.8 4 22 2 2900 1.3 5.4 2.5 5 100.0 32.9 32.8 11.4
0.7 4 0.9 3 24 6 1400 0.7 4 2.8 8 77.0 31.8 21.0 10.3
0.8 4 0.7 4 38 4 1300 1.1 3.8 2.7 9 39.6 22.5 10.8 7.3
0.8 3 0.9 2 25 1 2100 0.9 5.7 2.6 8 100.0 38.4 28.6 12.8
0.9 3 0.9 3 29 5 1600 1.1 5.7 2.9 7 99.9 28.9 23.5 10.3
0.9 2 0.8 3 30 4 1000 1.1 5.5 2.9 10 93.4 30.0 21.0 10.7
0.8 4 0.8 2 37 3 3800 0.6 3.2 2.5 3 33.6 23.7 10.8 8.3
0.8 4 0.7 4 30 5 2300 1.3 3.1 2.9 6 33.5 26.7 8.4 9.0
0.9 4 0.8 4 29 2 1900 1.2 4.7 2.7 10 71.1 29.3 16.8 10.1
0.9 2 0.9 4 18 5 1800 1.4 4.9 2.9 2 100.0 48.5 28.1 14.4
0.7 3 0.8 2 15 5 1200 1.3 5.4 2.6 6 100.0 41.6 34.9 13.1
0.7 2 0.7 4 16 2 2000 0.9 4.3 2.7 6 100.0 53.0 30.8 14.6
0.8 2 0.9 4 15 4 3600 1.2 5.8 2.8 2 100.0 61.2 49.1 16.6
0.7 2 0.8 2 20 1 1500 1.2 4.8 2.9 3 100.0 55.1 32.4 15.1
0.7 4 0.7 4 21 2 1200 0.9 5.2 2.5 5 100.0 33.5 28.4 11.0
0.8 4 0.7 3 30 2 3600 1.4 5 2.9 8 NaN NaN NaN NaN
0.8 2 0.8 2 15 2 3500 0.6 4.1 2.7 4 100.0 60.9 35.3 23.6
0.8 3 0.8 3 19 3 3800 1.1 5.6 2.9 4 100.0 54.6 36.5 16.9
0.9 3 0.8 4 32 2 2400 0.7 4.7 2.8 2 75.1 35.2 22.2 12.3
0.8 3 0.9 3 30 4 3300 0.5 3.7 2.9 8 48.3 25.1 16.6 10.4
0.8 2 0.9 2 39 4 1000 1.3 5.1 3 10 61.8 23.7 17.0 8.5
0.8 4 0.8 4 19 2 2600 0.8 5.4 2.7 4 100.0 53.8 38.2 15.4
0.9 4 0.8 4 27 3 1100 0.9 5.8 2.8 1 100.0 44.0 28.7 16.9
0.8 4 0.8 4 30 6 1100 1.3 3.4 2.9 8 42.9 28.1 13.8 8.7
0.7 3 0.8 3 18 2 2300 0.7 3.7 2.9 8 91.4 43.8 20.9 12.6
0.7 2 0.8 3 30 2 3900 1.3 3.6 2.8 4 50.5 31.8 15.5 9.0
0.8 3 0.9 4 27 4 3500 1.3 3.3 2.8 9 46.0 27.7 13.9 10.1
0.9 4 0.7 2 28 5 2600 1.4 3.9 2.9 6 51.3 27.7 13.5 9.7
0.7 2 0.8 4 28 2 3600 0.9 3.4 2.8 6 44.0 35.2 16.0 8.4
0.7 4 0.9 4 32 2 2100 0.9 4.9 2.8 4 81.4 30.4 20.7 10.1
0.7 2 0.9 2 23 1 3400 1.3 5.4 2.9 6 100.0 47.0 33.6 12.5
0.7 3 0.8 2 26 2 2600 1.1 3.2 2.9 5 49.8 37.3 13.6 11.8
0.9 3 0.9 4 24 5 2800 1.2 4.9 2.6 10 99.2 30.7 19.4 11.5
0.8 3 0.7 2 16 4 3100 1.4 3 2.7 5 63.3 44.5 13.3 14.3
0.8 2 0.8 2 25 2 3800 1.3 5.9 3 1 100.0 51.4 32.8 17.6
0.9 2 0.8 3 36 3 3400 0.6 4.7 2.8 2 61.5 27.5 16.7 9.1
0.7 3 0.8 3 18 6 2600 0.7 3.2 2.6 1 82.7 62.3 17.6 20.1
0.8 2 0.8 3 35 5 2900 0.7 5.8 2.8 8 81.4 22.5 16.8 8.9
0.8 3 0.8 4 39 2 3200 1.1 5 2.6 8 56.2 23.6 16.3 7.9
0.8 3 0.8 2 23 4 3800 1.3 3.1 2.9 4 51.0 38.4 11.1 11.0
0.9 2 0.9 4 27 6 1900 1.5 3.4 2.9 6 50.7 30.0 14.4 10.4
0.7 3 0.9 2 21 3 1200 1.3 4.7 2.7 2 100.0 44.7 27.6 10.5
0.8 3 0.8 3 37 5 3200 1.4 5.6 2.9 3 76.1 23.1 18.8 7.6
0.7 2 0.8 3 19 5 1700 0.8 5.3 2.7 2 100.0 38.4 31.6 10.2
0.8 4 0.8 3 34 2 2400 1 4.4 2.6 1 67.0 36.9 20.2 14.8
0.7 4 0.8 3 27 4 1700 0.5 5.7 3 4 99.8 28.8 21.1 9.6
0.8 3 0.9 2 29 2 1800 1.1 5.2 2.6 2 99.9 35.6 26.4 13.0
0.9 2 0.8 4 26 6 1900 1.1 4.4 2.8 3 79.5 30.2 18.3 11.1
0.9 4 0.8 2 39 5 1500 1.1 4.8 2.6 2 57.0 22.1 14.7 8.4
0.8 2 0.8 2 17 6 1400 1.4 5.5 2.5 6 100.0 37.6 30.5 12.9
0.8 3 0.9 4 26 4 1400 1.5 4 2.9 9 67.5 30.4 18.0 10.3
0.8 2 0.7 2 25 4 3200 1.3 3.6 2.6 2 61.3 34.5 17.3 9.9
0.8 2 0.7 3 37 1 3900 0.7 4.7 2.8 8 52.7 28.8 17.8 11.5
0.9 2 0.8 4 39 4 3400 0.5 5.1 2.8 1 64.9 30.2 16.3 12.8
0.8 3 0.8 2 23 5 2800 0.6 4.6 2.8 7 97.0 30.9 20.5 11.8
0.9 3 0.8 3 40 4 3900 1.3 3.8 2.6 5 38.0 20.9 11.7 7.1
0.8 3 0.8 4 36 3 3700 1.4 3.6 2.9 5 39.3 26.9 12.8 8.1
0.8 2 0.7 3 23 5 1500 0.7 3.7 2.9 2 63.1 36.4 16.6 13.3
0.9 3 0.8 4 21 2 3400 1.4 3.7 2.5 2 93.4 45.2 22.5 15.6
0.7 2 0.8 3 34 3 2000 1.2 5.5 2.6 3 87.8 23.6 21.1 7.2
0.8 4 0.8 2 18 1 3700 1.1 3.1 2.9 7 66.7 54.0 19.5 18.7
0.7 4 0.9 4 39 2 1600 1.1 4.1 2.7 8 44.3 22.0 13.9 6.8
0.8 4 0.8 3 35 4 2900 0.7 4.3 2.7 2 54.6 26.8 16.5 8.0
0.8 2 0.9 3 31 6 1100 0.7 4 2.7 7 55.3 26.7 17.1 10.5
0.8 4 0.9 2 39 5 2500 1.1 3.4 2.5 2 38.4 18.6 10.7 6.7
0.8 3 0.8 4 33 2 3300 1.2 4.2 2.5 10 52.7 21.3 16.2 8.2
0.8 3 0.8 3 32 2 1300 0.9 5.4 2.8 9 81.5 26.2 19.3 9.2
0.7 2 0.9 3 18 1 1300 0.8 5.9 2.8 4 100.0 52.4 41.5 17.1
0.8 3 0.7 4 30 1 3800 0.7 4.1 2.8 1 68.2 38.8 21.9 15.7
0.9 2 0.8 4 30 3 2000 1.5 3.1 2.8 1 41.0 39.2 11.4 15.6
0.8 4 0.9 3 21 4 1400 1.2 5.1 2.8 4 100.0 35.6 29.3 11.3
0.8 2 0.8 3 33 2 2000 1.1 4.1 2.7 2 57.2 30.6 17.9 11.4
0.8 2 0.8 4 38 4 3300 1.3 4.2 2.9 9 44.8 21.0 12.8 7.6
0.7 4 0.7 2 32 6 3000 1.3 4.4 2.6 8 52.6 20.4 13.8 7.1
0.9 3 0.8 2 21 4 3500 1.4 4.2 2.7 7 95.1 34.1 22.3 12.1
0.8 3 0.9 3 19 5 1800 0.8 3.9 2.7 8 98.7 35.9 23.4 14.5
0.8 4 0.9 4 37 2 2200 1 4.1 2.8 3 50.9 27.6 16.7 8.3
0.7 2 0.8 2 38 4 1200 1.1 3.9 2.7 6 42.2 22.2 13.1 6.0
0.8 2 0.8 4 28 3 2100 0.8 4.5 2.8 4 74.7 33.9 21.5 11.9
0.9 2 0.8 2 30 6 1600 1.1 4.8 2.7 6 71.9 27.3 17.0 10.3
0.8 2 0.9 2 17 5 1500 0.8 3.7 2.5 9 99.3 36.7 23.8 11.3
0.7 3 0.8 2 25 1 1900 1.1 4.3 2.8 8 76.0 41.4 22.6 12.6
0.7 2 0.8 3 36 3 3800 0.5 5.3 2.9 2 73.8 26.5 18.7 6.6
0.9 2 0.8 3 35 4 1700 1.3 4.4 2.9 6 52.5 24.5 14.5 8.7
0.7 4 0.9 3 40 2 3500 1.3 5.1 2.9 6 60.5 27.6 19.5 8.9
0.8 3 0.7 4 40 2 2900 0.5 3.2 2.7 8 28.1 22.3 6.8 7.2
0.8 3 0.8 2 23 5 1500 1.4 4.5 2.6 8 94.9 32.1 19.9 10.7
0.8 3 0.7 2 32 5 2600 1.3 4.7 2.9 8 58.9 24.9 14.8 8.9
0.8 4 0.8 4 32 4 2100 1 4.6 3 2 69.6 30.6 17.7 8.1
0.9 3 0.8 3 23 5 1600 1.1 4 2.7 10 76.1 33.0 20.3 12.3
0.9 2 0.7 3 17 4 2300 1.1 5.3 2.7 5 100.0 40.5 33.4 15.2
0.9 2 0.8 2 28 3 1000 0.9 3.6 2.8 8 51.4 30.3 14.7 11.4
0.8 2 0.9 3 32 6 3000 0.8 3.6 2.6 5 46.9 23.8 12.2 7.9
0.8 2 0.8 3 24 2 3600 0.7 5.2 2.8 7 100.0 38.8 27.4 12.8
0.9 3 0.7 2 27 2 2500 0.5 4.6 3 1 92.7 50.2 22.8 18.6
0.9 2 0.8 2 25 1 1000 1.3 5 2.7 10 97.4 36.3 21.6 11.6
0.9 2 0.8 2 20 4 1500 1.4 3.5 2.7 4 72.6 36.3 19.7 13.2
0.7 4 0.9 2 31 3 3600 1.5 3.7 2.8 4 49.8 29.7 17.2 9.1
0.8 2 0.8 2 17 2 1900 1.2 3.7 2.5 8 97.5 41.6 23.5 14.5
0.8 3 0.8 4 20 3 2200 1 4.2 2.8 1 100.0 63.6 27.8 24.6
0.8 4 0.9 2 35 3 2000 1 4.3 2.8 5 54.7 27.0 16.1 8.5
0.8 2 0.8 2 28 2 3600 0.5 4.5 2.6 1 92.4 43.9 26.1 19.2
0.8 4 0.7 4 20 3 3000 1.5 4.6 2.6 2 99.7 44.5 27.6 10.6
